,Mileage,EngineV,Price_log,Brand_Audi,Brand_BMW,Brand_Mercedes-Benz,Brand_Mitsubishi,Brand_Renault,Brand_Toyota,Brand_Volkswagen,Body_crossover,Body_hatch,Body_other,Body_sedan,Body_vagon,Body_van,Engine Type_Diesel,Engine Type_Gas,Engine Type_Other,Engine Type_Petrol,Registration_no,Registration_yes
1006,243,1.9,7.9724660159745655,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1008,237,2.5,8.070906088787819,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1009,160,2.7,8.389359819906353,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1010,107,4.0,9.94270826568941,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
1011,98,2.2,10.232791299678729,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1012,171,2.0,9.711115659888671,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1014,67,1.6,9.259130536145614,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1015,107,3.0,9.74090979777877,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1016,92,2.8,10.46310334047155,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1017,142,3.5,9.975808214115753,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1018,264,2.2,9.667765219015058,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1019,30,4.4,11.23261614684786,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1021,180,2.0,9.093806555720231,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
1022,189,1.5,8.748304912379623,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1023,109,3.2,9.9281801651265,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1024,165,1.9,9.332558004700433,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1026,63,3.0,10.657259354912508,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1027,95,3.5,10.239959789157341,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1028,38,1.8,9.769956159911606,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1029,282,2.5,8.961879012677683,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1030,1,2.2,11.225230059096225,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1031,39,1.5,9.230142999272362,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1032,179,3.0,10.021270588192511,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1033,60,3.0,10.873830768729865,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1034,127,3.5,9.564512185696797,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
1035,156,4.0,10.173514689749188,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1036,299,2.5,9.190137664658664,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1037,0,2.2,10.770588040219511,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1038,357,2.5,9.071078304642676,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1039,147,3.0,10.325481962595504,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1040,177,1.5,9.367344120785848,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1042,177,2.0,8.764053269347762,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1043,80,3.0,10.502324053624832,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1044,0,3.0,11.225243392518447,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1045,195,1.2,8.699514748210191,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1046,248,2.2,8.496990484098719,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1047,288,3.2,8.85352256068954,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1048,171,1.6,9.20029003612268,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1049,189,1.8,8.160518247477505,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1051,200,2.0,7.4673710669175595,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1052,230,1.5,8.433811582477187,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1054,220,1.9,9.190137664658664,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1055,135,1.5,8.691146498539675,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1056,120,1.5,8.909235279192261,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1057,217,1.8,9.457200449907708,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1059,59,1.6,9.104979856318357,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1060,130,1.3,7.346010209913293,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1061,52,2.0,9.830916859701293,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1062,340,2.5,8.268731832117737,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1063,0,3.0,11.431953992795103,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1064,314,2.4,8.594154232552366,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1065,250,2.0,9.680344001221918,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1066,304,1.9,8.160518247477505,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1067,270,2.8,8.779557455883728,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1068,300,4.3,8.85366542803745,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1069,121,1.5,9.259035293514941,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1070,111,2.5,9.539644119118783,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1071,220,2.5,8.764053269347762,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1072,246,3.0,9.287301413112312,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1073,130,2.0,9.449357272446683,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1074,140,2.0,10.558413520275876,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1075,150,1.6,8.699348067653093,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1076,77,1.6,9.159047077588632,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1077,196,2.0,9.392661928770137,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1078,117,5.5,10.563594879017874,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1079,119,6.3,10.596634733096073,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1080,311,2.2,8.83927669058535,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1081,43,1.8,10.09823162932864,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1082,165,3.0,9.78131991856192,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1083,153,2.7,9.85214162518454,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1084,200,4.4,9.02401079378469,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1085,80,4.0,10.126631103850338,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1087,142,2.4,9.433403920090221,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1088,340,2.4,7.972121128921655,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1089,95,4.5,9.898475010712584,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1090,44,3.0,10.839580911706463,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1091,0,2.98,11.314462331050079,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1092,400,3.5,9.159047077588632,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1093,99,2.0,9.230142999272362,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1094,260,2.2,8.612503371220562,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1095,74,1.8,9.825526011066415,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1096,200,2.5,9.323669057283185,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1097,320,2.0,8.038834757787749,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1098,65,2.0,10.21464198117305,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1099,200,1.8,7.27931883541462,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1100,120,2.4,9.179881164491475,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1101,127,3.0,9.846917201047734,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1102,67,2.0,10.419300717813158,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1103,400,1.9,8.612503371220562,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1104,270,1.8,8.575462099540212,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1105,200,4.0,10.146433731146518,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
1106,125,3.5,10.071541137532378,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1107,311,1.6,8.039157390473237,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1108,170,1.6,8.68270762989381,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1109,150,2.0,9.674074388208323,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1110,0,2.98,11.57118493908744,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1111,170,2.2,9.825526011066415,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1112,0,3.0,11.373651903317787,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1113,170,2.0,10.232791299678729,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1114,275,2.5,9.104979856318357,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1115,185,3.5,9.409191230721348,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
1116,200,2.2,8.66561319653451,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
1117,164,2.0,9.581834960513193,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1118,170,3.0,10.51867319162636,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1119,199,1.8,8.411832675758411,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1120,327,4.2,8.788418084315925,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1121,219,1.6,8.824677891164198,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1122,97,3.0,10.542706391070517,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1123,176,3.0,9.560997243589352,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1124,94,1.5,9.143131622282732,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1125,150,1.6,7.696212639346407,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1126,283,1.3,8.039157390473237,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
1127,100,3.2,9.035986984831405,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1128,35,2.0,10.330387941364357,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1129,298,2.4,9.082507000466299,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1131,254,3.0,8.94884572927805,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1132,136,1.5,8.764053269347762,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1133,44,1.4,9.692766521220475,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1134,88,1.8,8.318742252692399,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1135,235,2.2,8.824677891164198,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1136,75,1.6,9.268609280100158,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1137,149,2.0,9.472704636443673,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
1138,248,2.0,8.779557455883728,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
1139,181,3.0,10.146433731146518,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1140,132,2.0,10.239959789157341,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1142,200,2.5,8.160518247477505,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1143,165,2.0,9.60904937558734,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1144,300,3.0,8.160518247477505,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1145,272,2.0,8.160518247477505,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1146,0,3.0,11.172376931528394,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1147,1,1.2,9.175639190336833,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1148,178,2.5,9.472704636443673,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1149,115,1.6,8.987196820661973,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
1150,1,2.0,10.941995917134532,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1151,114,1.5,9.179881164491475,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1152,176,1.4,8.895629627136483,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1153,190,1.5,9.104979856318357,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1154,96,2.5,9.792555991828847,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1155,147,2.0,9.277999020449997,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1156,186,3.2,9.358760377094455,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1157,275,2.5,9.615805480084347,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1158,200,1.4,9.030016817844901,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1159,199,5.0,8.948975607841776,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1160,5,2.0,10.757902880692196,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1161,55,6.3,11.184421397998193,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1162,149,3.0,9.769899015421748,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1163,141,1.5,9.332558004700433,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1164,168,1.6,9.047821442478408,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
1165,212,2.2,9.581214035314728,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1166,176,2.0,9.392578591964389,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1167,217,1.6,8.366370301681654,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1168,33,2.0,10.477287975463508,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1169,421,1.3,7.937374696163295,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1170,0,2.0,10.544716243314605,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1171,183,2.5,9.259130536145614,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1172,1,4.5,11.225230059096225,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1173,125,1.5,8.895629627136483,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1174,140,2.4,9.409191230721348,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1176,199,2.2,9.517825071724143,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1177,280,2.3,8.517193191416238,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1178,188,2.0,9.457200449907708,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1179,184,2.0,9.433403920090221,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1180,150,2.0,7.937374696163295,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1181,200,1.5,8.895629627136483,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1182,82,2.0,8.824677891164198,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1183,225,2.4,9.159047077588632,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1184,160,1.4,9.674074388208323,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1185,180,1.9,9.093806555720231,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1186,90,2.5,9.6822172456036,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1187,170,2.0,10.239959789157341,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1188,222,2.5,9.277999020449997,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1190,230,2.0,8.85366542803745,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1191,260,2.5,9.082507000466299,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1192,20,2.0,10.46310334047155,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1193,200,2.7,8.987196820661973,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1194,260,2.2,9.642122788401721,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1195,325,1.8,8.942460926820582,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1196,52,2.0,9.268609280100158,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1197,192,1.5,9.011889433252344,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1198,520,2.5,9.071078304642676,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1199,29,2.0,10.714417768752456,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1200,258,2.5,8.648045999835,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1201,217,3.7,9.487972108574462,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1202,70,2.0,9.350102314351341,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1204,213,2.0,9.449357272446683,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1206,62,1.4,9.417354541360508,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1207,100,3.5,10.477287975463508,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1208,210,2.0,9.648595302907339,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1209,109,2.2,10.404262840448617,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1211,280,2.0,8.779557455883728,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1212,11,1.9,7.762170607138205,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
1213,130,3.6,9.792555991828847,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1214,160,3.0,10.448714603019452,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1215,99,2.5,9.417354541360508,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1216,193,3.5,9.9281801651265,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1217,30,4.4,11.23261614684786,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1218,145,2.4,9.457200449907708,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
1219,360,2.2,9.457200449907708,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1220,327,3.7,8.83927669058535,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1221,220,2.5,9.752664662801545,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1222,87,1.4,8.824677891164198,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1223,80,4.2,9.568014816247999,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1224,169,1.4,9.358760377094455,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1225,231,2.5,9.39182824802156,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1226,8,4.4,11.261601036639322,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1228,300,1.8,7.937374696163295,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1229,65,1.8,10.257659366256743,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1230,75,3.0,10.661954199216716,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1231,217,1.9,8.846496938558838,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1232,117,1.4,8.895629627136483,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1234,1,2.5,10.224309386575188,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1235,145,1.6,9.464982590349763,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1236,217,2.3,8.68270762989381,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1237,111,1.4,7.8632667240095735,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1238,390,1.9,7.937017489515454,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1239,98,2.5,9.95227771670556,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1240,231,1.9,8.51699317141357,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1241,160,1.6,8.83927669058535,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1242,366,3.2,8.66561319653451,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1243,68,1.8,9.6614159913364,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1244,0,3.0,11.218554404367652,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1245,131,5.5,10.03889218954233,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1246,96,3.5,10.373491181781864,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1247,3,1.6,10.471638242921388,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1248,320,1.8,8.83927669058535,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1249,286,2.8,8.85366542803745,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1250,92,3.0,10.485703172388792,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1251,60,1.4,9.277999020449997,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1252,194,3.0,10.085767441795337,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1253,300,1.9,7.90100705199242,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1255,146,2.7,9.809176873064887,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1256,325,2.5,7.803843303538772,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1257,123,1.4,9.667765219015058,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1258,176,1.9,9.148464968258095,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1259,230,1.6,8.66561319653451,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1260,162,1.4,9.510370887608827,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1261,0,2.0,10.586963113399342,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1262,40,2.0,10.056208639553791,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
1263,217,1.9,7.649692623711514,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1265,337,2.3,7.90100705199242,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1267,16,2.0,8.809862805379057,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1268,0,2.0,10.672744717741898,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1270,92,2.2,10.252382309155898,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1271,90,2.7,10.292145542327912,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1273,258,1.9,9.011889433252344,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1274,269,2.2,9.305559638557117,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1276,19,1.2,9.023890304598448,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1277,105,2.5,9.9281801651265,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
1278,168,2.0,9.581903928408666,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1279,135,3.5,9.75846178048587,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1280,105,5.5,9.836278802842678,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
